country_code,country_name,year,value,indicator
,Upper middle income,2019,236700.0,"Patent applications, nonresidents"
,Upper middle income,2018,228100.0,"Patent applications, nonresidents"
,Upper middle income,2017,218400.0,"Patent applications, nonresidents"
,Upper middle income,2016,219700.0,"Patent applications, nonresidents"
,Upper middle income,2015,227300.0,"Patent applications, nonresidents"
,Upper middle income,2014,219500.0,"Patent applications, nonresidents"
,Upper middle income,2013,210500.0,"Patent applications, nonresidents"
,Upper middle income,2012,207200.0,"Patent applications, nonresidents"
,Upper middle income,2011,193700.0,"Patent applications, nonresidents"
,Upper middle income,2010,174600.0,"Patent applications, nonresidents"
,Upper middle income,2009,164900.0,"Patent applications, nonresidents"
,Upper middle income,2008,185000.0,"Patent applications, nonresidents"
,Upper middle income,2007,174700.0,"Patent applications, nonresidents"
,Upper middle income,2006,166900.0,"Patent applications, nonresidents"
,Upper middle income,2005,153700.0,"Patent applications, nonresidents"
,Upper middle income,2004,129600.0,"Patent applications, nonresidents"
,Upper middle income,2003,113800.0,"Patent applications, nonresidents"
,Upper middle income,2002,108900.0,"Patent applications, nonresidents"
,Upper middle income,2001,107100.0,"Patent applications, nonresidents"
,Upper middle income,2000,97600.0,"Patent applications, nonresidents"
,Upper middle income,1999,102000.0,"Patent applications, nonresidents"
,Upper middle income,1998,101300.0,"Patent applications, nonresidents"
,Upper middle income,1997,80200.0,"Patent applications, nonresidents"
WLD,World,2021,1015900.0,"Patent applications, nonresidents"
WLD,World,2020,970400.0,"Patent applications, nonresidents"
WLD,World,2019,993600.0,"Patent applications, nonresidents"
WLD,World,2018,946300.0,"Patent applications, nonresidents"
WLD,World,2017,917600.0,"Patent applications, nonresidents"
WLD,World,2016,909900.0,"Patent applications, nonresidents"
WLD,World,2015,913700.0,"Patent applications, nonresidents"
WLD,World,2014,880700.0,"Patent applications, nonresidents"
WLD,World,2013,855400.0,"Patent applications, nonresidents"
WLD,World,2012,836800.0,"Patent applications, nonresidents"
WLD,World,2011,793000.0,"Patent applications, nonresidents"
WLD,World,2010,760500.0,"Patent applications, nonresidents"
WLD,World,2009,709500.0,"Patent applications, nonresidents"
WLD,World,2008,767800.0,"Patent applications, nonresidents"
WLD,World,2007,749700.0,"Patent applications, nonresidents"
WLD,World,2006,716500.0,"Patent applications, nonresidents"
WLD,World,2005,664400.0,"Patent applications, nonresidents"
WLD,World,2004,601600.0,"Patent applications, nonresidents"
WLD,World,2003,559100.0,"Patent applications, nonresidents"
WLD,World,2002,555000.0,"Patent applications, nonresidents"
WLD,World,2001,560400.0,"Patent applications, nonresidents"
WLD,World,2000,502700.0,"Patent applications, nonresidents"
